,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,aeroplane,0.8295819935691319,0.8295819935691319,0.8167202572347267,0.8006430868167203,0.7942122186495176,0.77491961414791,0.7588424437299035,0.7427652733118971,0.7266881028938906,0.7170418006430869,0.707395498392283,0.6816720257234726,0.6655948553054662,0.6463022508038585,0.639871382636656,0.6109324758842444,0.5755627009646302,0.5498392282958199,0.5080385852090032,0.4790996784565916
1,bicycle,0.8534704370179949,0.8534704370179949,0.8431876606683805,0.8226221079691517,0.8123393316195373,0.7969151670951157,0.7840616966580977,0.7686375321336761,0.7377892030848329,0.7095115681233933,0.6966580976863753,0.6683804627249358,0.6349614395886889,0.6066838046272494,0.5758354755784062,0.5526992287917738,0.5424164524421594,0.5218508997429306,0.493573264781491,0.4601542416452442
2,bird,0.7874564459930313,0.7857142857142857,0.7787456445993032,0.7682926829268293,0.7630662020905923,0.7526132404181185,0.7386759581881533,0.7317073170731707,0.7160278745644599,0.7090592334494773,0.6933797909407665,0.681184668989547,0.6707317073170732,0.6533101045296167,0.6341463414634146,0.6114982578397212,0.5993031358885017,0.573170731707317,0.5505226480836237,0.5226480836236934
3,boat,0.7007672634271099,0.7007672634271099,0.6930946291560103,0.690537084398977,0.6751918158567775,0.670076726342711,0.6419437340153452,0.6317135549872123,0.59846547314578,0.5805626598465473,0.5524296675191815,0.5421994884910486,0.5268542199488491,0.5038363171355499,0.48081841432225064,0.46547314578005117,0.4424552429667519,0.41687979539641945,0.391304347826087,0.37595907928388744
4,bottle,0.5681114551083591,0.56656346749226,0.5572755417956656,0.5433436532507739,0.5294117647058824,0.5123839009287926,0.5015479876160991,0.4907120743034056,0.48142414860681115,0.47213622291021673,0.4628482972136223,0.45975232198142413,0.44427244582043346,0.43188854489164086,0.42260061919504643,0.4024767801857585,0.38544891640866874,0.3684210526315789,0.3560371517027864,0.34055727554179566
5,bus,0.8740157480314961,0.8700787401574803,0.8543307086614174,0.84251968503937,0.8307086614173228,0.8070866141732284,0.7952755905511811,0.7755905511811023,0.7677165354330708,0.7598425196850394,0.7480314960629921,0.7362204724409449,0.7204724409448819,0.7125984251968503,0.6929133858267716,0.6614173228346457,0.6299212598425197,0.6062992125984252,0.594488188976378,0.5669291338582677
6,car,0.8410123296560675,0.8397144711226476,0.8332251784555483,0.8228423101881895,0.8124594419208306,0.8001297858533419,0.7832576249188838,0.7728747566515249,0.7592472420506164,0.7482154445165476,0.7352368591823492,0.7203114860480208,0.7118754055807917,0.6982478909798832,0.6826735885788449,0.6658014276443868,0.6502271252433485,0.6301103179753407,0.6119402985074627,0.5898767034393251
7,chair,0.6848617176128093,0.6848617176128093,0.6739446870451238,0.653566229985444,0.6215429403202329,0.5924308588064047,0.5669577874818049,0.5422125181950509,0.5167394468704513,0.4847161572052402,0.4643377001455604,0.4359534206695779,0.4148471615720524,0.39956331877729256,0.3777292576419214,0.3544395924308588,0.33406113537117904,0.3129548762736536,0.29475982532751094,0.2765647743813683
8,cow,0.8996960486322189,0.8996960486322189,0.8936170212765957,0.878419452887538,0.8723404255319149,0.8662613981762918,0.8541033434650456,0.8328267477203647,0.8145896656534954,0.8024316109422492,0.7720364741641338,0.7598784194528876,0.7325227963525835,0.6990881458966566,0.668693009118541,0.6382978723404256,0.6048632218844985,0.574468085106383,0.547112462006079,0.5288753799392097
