,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,aeroplane,0.005210016155088853,0.027001569858712715,0.07992448080553807,0.1505441354292624,0.24215686274509804,0.33104395604395603,0.40619621342512907,0.4822546972860125,0.551219512195122,0.6027027027027027,0.668693009118541,0.7066666666666667,0.7366548042704626,0.767175572519084,0.7991967871485943,0.8370044052863436,0.8647342995169082,0.9144385026737968,0.9186046511627907,0.93125
1,bicycle,0.006704361873990307,0.02224604663629054,0.0653126244524094,0.12841091492776885,0.206266318537859,0.2818181818181818,0.357981220657277,0.4371345029239766,0.5152603231597845,0.5798319327731093,0.6317016317016317,0.6770833333333334,0.7222222222222222,0.7588424437299035,0.7804878048780488,0.8052434456928839,0.8307086614173228,0.871244635193133,0.8930232558139535,0.9040404040404041
2,bird,0.00912762520193861,0.028962239917801183,0.10340041637751561,0.20045454545454544,0.2965470548408937,0.37961335676625657,0.45154419595314166,0.5072463768115942,0.5661157024793388,0.6166666666666667,0.6666666666666666,0.7032374100719424,0.7446808510638298,0.7747933884297521,0.7930283224400871,0.8220140515222483,0.8493827160493828,0.863517060367454,0.8729281767955801,0.8955223880597015
3,boat,0.005533117932148627,0.016190025998581895,0.051403641881638845,0.09715725080964376,0.15474794841735054,0.2144026186579378,0.26873661670235544,0.33651226158038144,0.3804878048780488,0.43238095238095237,0.4768211920529801,0.5196078431372549,0.5819209039548022,0.600609756097561,0.6351351351351351,0.6791044776119403,0.7238493723849372,0.7442922374429224,0.7727272727272727,0.7903225806451613
4,bottle,0.0074111470113085625,0.014718301363252504,0.042362908919745826,0.08355153534872649,0.1306340718105424,0.17998912452419794,0.22865208186309105,0.28102836879432624,0.33476856835306784,0.3905249679897567,0.4423076923076923,0.4917218543046358,0.5285451197053407,0.5602409638554217,0.5921908893709328,0.6175771971496437,0.6434108527131783,0.672316384180791,0.7055214723926381,0.7357859531772575
5,bus,0.004483037156704362,0.02000905387052965,0.05006922011998154,0.08846630839189748,0.1355170199100835,0.1889400921658986,0.24162679425837322,0.300763358778626,0.35454545454545455,0.41416309012875535,0.47619047619047616,0.5467836257309941,0.5980392156862745,0.663003663003663,0.6984126984126984,0.75,0.7692307692307693,0.8279569892473119,0.8388888888888889,0.8780487804878049
6,car,0.02617124394184168,0.053858320153167404,0.12387843704775688,0.20797113334426767,0.2943112364833098,0.37307110438729196,0.4491998511350949,0.5160311958405546,0.5755041810132808,0.624593716143012,0.6784431137724551,0.7142857142857143,0.7570738440303658,0.787701317715959,0.814872192099148,0.8287560581583199,0.8527659574468085,0.8708520179372198,0.880485527544351,0.8955665024630541
7,chair,0.019002423263327947,0.031948122496095605,0.06343334703384025,0.1039712863262707,0.1519302615193026,0.204471238382316,0.2606222816995651,0.31408094435075884,0.3715332286760858,0.42366412213740456,0.4708487084870849,0.5089209855564996,0.5480769230769231,0.5840425531914893,0.6098707403055229,0.6332899869960988,0.6613832853025937,0.6946688206785138,0.7232142857142857,0.7524752475247525
8,cow,0.005977382875605816,0.032317938639589476,0.09196121363778542,0.1529100529100529,0.2129080118694362,0.2758954501452081,0.33572281959378736,0.3768913342503439,0.43577235772357725,0.49162011173184356,0.5415778251599147,0.5910165484633569,0.6243523316062176,0.6534090909090909,0.6748466257668712,0.7070707070707071,0.7236363636363636,0.7745901639344263,0.8035714285714286,0.8325358851674641
